Unique accounts	Number of txs	Sum Ethers	Average
0xcac0eb798903ffe73ab1776da3174e6e40e721c6	1	1	
0x2c4e9e9450f9ddfdac077b479c2234886dc8cbf5	1	5	
0xcbb11408887bdd1a614892e062e5c6868daa759f	1	3	
0x2c666e0f0171b06189370bac411a53e474a9f47d	1	0.1333	
0xcc8a5fe85e8e547e3aed01dbed5f00ff8b7d7081	1	18	
0x2cadafe29d2b53b990742ccb2285e9dd9d6de037	1	3	
0xcd1ae1edbb722b033b119f2b866cdd422ff44962	1	1	
0x2cb51924efb7f5da8dd5f949e40af06ffc843286	1	1	
0xcd7f4a756cd51caa9d993d83641736df8d0d1b84	1	2	
0x2cc54bffe6cb8ab8972c7d426d9ef9aca26db101	1	1	
0xcded62adbb50754f204538d7022ca55fe90c6f1f	1	10	
0x2ccd5cca7e59ee9ac2de5eb6f5f7259e77322b01	1	4.18	
0xcebec1a3d4eb2baf8b62b50d330f288cb24e896c	1	18	
0x2cf1bc72c2aa695e7f0dac1015cb8d108d43592e	1	0.15	
0xcfff7ff9c7e2d0e50aef6de87bf97651b0397352	1	0.25916059	
0x2d0a312f699df678667d47b24fb22d9206477377	1	1.9958	
0x0eab1bc1f5a458d9077c519acdacb8c877154b2b	1	40	
0x2d0e86f1a1ae8b2b0bda50654564ec95ec76d616	1	6	
0xd1c73848a578b16cac8465513c3353224fc49549	1	125	
0x2d25597983c82e74b6e01a7a4af5a96b8566ff0d	1	1	
0x0f46d976694f670c8c894288daa8e491b2b0a049	1	0.23	
0x2d350e26ad9a00c8c257c56acbf5637368945eab	1	119.352249	
0xd32e9adda304dfd8eef51632c2ce187e90ce0bf2	1	4.8	
0x2d47518fa94a180b2a2f2815a7711da866d060c1	1	2.5	
0xd406c013b7419158ca68617ecf7d3e3f40800c13	1	0.01	
0x2d55448b41080b1a65f2b5f2dcf7fd5dd9461629	1	8	
0xd48fabe1fdc38b963afa34b7ff5c71d335fe183b	1	2.8	
0x2d614f888d0ffeb53f113fbaa5fa6cb66460e5ac	1	1	
0xd54ca372f434731f6876cfc9f32a8db381b1265f	1	0.178	
0x2d77b3cd384e58a194ef51bf80f8fafd485c28cd	1	0.2	
0xd6153d2e2d57730fa6eeefdff05c537d402813bd	1	1	
0x0004f0778d79305e9248efa7decf52d65c7dc5a0	1	0.173	
0xd68eda3deccffc9a57e3dba279ce57d1655e8c73	1	0.2	
0x2da86fd3c3f2cc1cc8c1339edd9bd9bde1f3822d	1	3	
0xd75ce9b53f10d2bff42164820c09d568be4b1d61	1	1.4	
0x00afdeeb5a739fd0edb170a568a35aef4f334c49	1	5	
0xd79c59a06255db89ad797d0eea1e90a6eccb498c	1	1	
0x2dc651f488c597f7ab241a04d2695616ef7e2d9d	1	1	
0xd83cea6149f9bff872de3b6f01de026fe4dd7bf3	1	0.495	
0x2de21d28c1029d4d1bdfd7c4a47c4fefd871d0c7	1	0.2	
0xd8fdfb5b61b8a5b39b1b678b5bcd89c28ece1f02	1	0.4	
0x00b0797ddce269106529b8964409c2ec610797f8	1	4.8	
0xd9d84759bcea1cd618e9e0d672cba79167e9cd30	1	0.094	
0x2dfde847054c188a6b3a8f8f8c2db01b01492a6d	1	1	
0xda81ee1cbc9d58dab59f932ee6e9a00cac8c4c8e	1	4.52	
0x2e675b2fba0b96691fd049abad6dc507451ec941	1	5	
0xdb112ec950db5217c19fdf1b22561697e0d0903c	1	1	
0x2eb3d0b8211713f840feff8c4c293b87d032f706	1	2	
0xdbcbf1107015a43513f10f3ee7529263c946d2ff	1	0.5	
0x2ecb7d26502e90efaebcbf268b91a1dbd9bbb55b	1	4	
0xdcd735b5764e6529cbee27cef366f18df9731c2f	1	0.09	
0x2eded592ab1f5d8daa8512cafde3955154c141f8	1	20	
0xddd1244e8206bb073673f18dff8fffdba80ad69c	1	0.438	
0x2f0c23a5f1a4e815442a3a347825e953aa347d6c	1	10	
0xde2e1dd34ca13adddbe36c7a21c93ce7262b32a3	1	1	
0x2f2ac815a00ed8b70ecbd8b96570b8b4fb595d59	1	5	
0xdf3a2f7051ea7379591674c2b7c1bfa2f1b208f6	1	1.4	
0x2f36b7a49c32dc288e06244e5a2408c80edb53f7	1	10	
0xdfe69b9619a4fcb7cbcfef04aa621110fdefa691	1	1	
0x2f5728305d20301f6c13336696dc9bdd2282ea43	1	30	
0xe04ac3e9d17a08b83e7df7bf7f19128a1b295190	1	2.475511	
0x2f59250adbd5c6c45c412c11007302189b46c9aa	1	1	
0xe0e21f46206f8f6902056fe1f78a96468b95a881	1	5	
0x2f59d6895ccc253465ad2437b8f48f39ca3d8c05	1	30	
0xe1713fda671fc674b7b231119c5112c6cb401738	1	1	
0x2f7042ab7b8a8acfc94e7c4871e2585c9c6917f9	1	3.975078253	
0x1099b992dffe76b4bdface01f3516aaca6309544	1	0.04	
0x2f821ce7e5d713a96825b7281b6a752ed46d8247	1	1	
0xe274aa3f7a9f9f27a2b8e4943ec495590f70c330	1	0.1	
0x2f9aa8396dd8b2fc6eba0556b5df4605acaf3a9a	1	0.969838163	
0xe3173470c8733bddced07f569697cd3dfc459c71	1	0.21	
0x2faa8f5e87226a2d9f4e635a1c37637a196875a6	1	16.57717702	
0xe3b4226ec993e382dafc7dd82283598361c7f44a	1	2	
0x2fb9097432e75c93cd1cc26143bb6f1e83ec7b37	1	3	
0xe4bbba7bedcb7bab98a14e59a723d4338abc1e62	1	0.16	
0x2fcef756ac72205137211f517fe8265f73e3b198	1	0.527764165	
0xe5aa7b1c87f0a8342e052e6f41b122b6d0e28102	1	10	
0x300b4599236f7fc0649b708e22162660a5bf010d	1	1	
0xe6014816cba9c6be6add42e899da1b5ba79caa0b	1	0.985	
0x3021cb64eafa2d280463e861ddb148ba6eedd002	1	3	
0xe65108b25ed80db7ba02e7532918d657e95409b0	1	1	
0x303d23764181c9ea4a48722d535dea649d8c02d0	1	0.5	
0xe6b355f9d19bb9ba60dbe09af13373bb898ff0ad	1	1	
0x3041804c47fbbd0c9ed0aa064b95447af8ffe77d	1	3	
0x11583903c09332011a04a7fefad5a9ee35d42a3f	1	5	
0x00b591bc2b682a0b30dd72bac9406bfa13e5d3cd	1	4	
0xe7e151aa249f6ea5cc477863dbc4402994b49378	1	1.5	
0x3053511c69c689295c23eadb1e60b0f706dc0e6c	1	2	
0xe862b94b5801ecede9698dc132bd49e76b39fd63	1	0.5	
0x306edd93653657e5d2d5e9166da75c294576552f	1	3	
0xe8ce8aaec2bc832ae11d6eea602ac0d7298505da	1	1	
0x3073d2a9bee243215bac012a8d29838231068e2c	1	1	
0xe944d998a578316f11f4935b2e6ab407452737a4	1	2	
0x30ba29fb2f6ef1ce6f0c45fe049645b84484fd08	1	0.31	
0xea009cf0ff44a581e4e92bb55cd7ac0904af50a8	1	0.98	
0x30bfe6bc57f9ac4d99929d6f6f0ccf6a5d8fb013	1	10	
0xeae19fb98c68427c20c414678aa2b90bc4daac91	1	2	
0x30c8e4d4db9a2e85caa6dbf30664d4146c7a492b	1	1.0678	
0xeb42e8e7ef88f136ea9bb40513f73c9f1910ee81	1	20	
0x30df383fe16e7ee33ac1caff8c6208d62c7e27d7	1	0.19	
0xebd20448db60014a2839ec4c55aff42e4f2fa2cb	1	1	
0x30df4c880b8fb3dbe7cd3547112ae45abf358d21	1	1	
0xecac1eae834281f26ff80a120140ae6facae5ba8	1	0.14	
0x30e7d913874f7225f35e06e785b275feb701536f	1	1	
0x12a7c5f8d6ca18ebc189be19eeeb95cb942987c5	1	0.0005	
0x30fd043462ea2729919f6d426b42fac8ef72765c	1	2	
0xee20ed5a3118391a365b97e1bcf6ce0723f714a1	1	1.05	
0x3108e634741eb6d90f95a7493ab20adbfeb60ad3	1	1	
0xeee57d1091af34ffd9b989227adc0ba2fcb3bc2b	1	12.6	
0x310c271e75749acb6160a6de0c87a589d9cd9b3b	1	3.4	
0xef7183d56be34c2a6e752a09956615eb1047d96b	1	0.5	
0x311529d3612af5b8d2ae81e3e6ad3e2aad1347f8	1	0.001	
0xefd0f7142e514c67a4fdfc82f95aa5d149c9872d	1	10	
0x31332636538bd47e9cf5b2076f83e36deff32b8f	1	1	
0x004e6c8a6de49297f5d21f41ce642919a67443bf	1	5	
0x3137346f506a2d980e1b00a5ff4801ce702448fe	1	10	
0xf16f499df2b409b9f4880c312e7d4da8248cba49	1	1	
0x3156edcc20e8853159a0283df8bbc6e67b41a06f	1	1	
0xf297928533b8b568e08c86e5fbb91515aa110c34	1	0.880296218	
0x315789bd35ccc7322019fb345053c16a51250acf	1	1	
0xf3a1b6039b72cff292543acb281428f25c8f45b0	1	0.237037638	
0x315e18314b4e8e67d665e6280c2959a434d48a33	1	10.35517658	
0xf41a746d87c7a8f285f290a7ff50a0d8152de068	1	2	
0x315f21ac2cf80815b4926c378947208f1f4a1dbd	1	1.959	
0xf4f3c0b44282af383ec264e614824e1ca152c3ef	1	3	
0x317ac5d644ed4a12369734ddc422483c6f21b1e5	1	20	
0xf6230e7e98d2bbebf96d14888020e9c3e8c27d69	1	2.09	
0x00b62380263b04bc933858df77551b995145589a	1	10	
0xf686fa3e11066842f7f3d355940f56f4f3567388	1	18	
0x3194d09c6eb7078b85c5dea694a08259dd8a0ed3	1	0.4958	
0xf7b40b8e5d62d7f9d08e1256a0503b1e989b8d72	1	0.5	
0x31b3233acfa550584d38ba94dd037c4d8b04f074	1	1	
0xf8930e29ddeee480106149044c51e7265b5127b9	1	1	
0x31d815d3c0d66027afab04c05d3d7e8c61986e44	1	1	
0xf97f145f53ecde6b8502b5f15266f260efdc66b6	1	1	
0x31e500200808a43a6f2f35921bf04844563828ce	1	15	
0xfaa3b072f81869038df091029cb500e6e5a9d448	1	0.5	
0x31e975612fd2b324e0410b8cfc4dcb9fe6e09473	1	0.5	
0xfb623970d31736d94e3aa5db8d6be1e3ba19b6a6	1	25	
0x321b2532ce433925094f3ab4e6c165a9bcdd3414	1	0.1	
0xfc13ae83dd235ef6d307e459e2a840e654d5d507	1	0.5	
0x323b9293420529e82504526f3b4bc477376a206c	1	19	
0x16403f4942daa022f99a9fa10ba8d9db29834603	1	3.08	
0x328e0b925c060a4c5ddc90fc514e658d079477c7	1	0.4	
0xfe0a15d604537ff1293e45efa3f36ded231d474c	1	0.704056828	
0x329db9531bacfa4b68dcb730e11f49538a81676e	1	200	
0xfeeb91cbede039bee5b1b70b1f6f2503039350a9	1	1.4	
0x32aa31ce5e6e3ccb54551ed7e9f03d53460e2057	1	3	
0x8c197735ae42206a9ef3298bf8c8b0f27b57c0d3	1	0.2	
0x32ad720c6de7941785335653b1478024d8082470	1	1.05	
0x8c741dea23d178b884b455ba23b317b23efe4ccc	1	1	
0x00bb05df72a19f024186862dcc11c5af9403951a	1	5.935967716	
0x8ca31807eb4e2608726f58a6428711ab56ddf2d0	1	1	
0x32edc4fe41af3fad1166e95061d3a37b3e4437b6	1	0.8	
0x8d364d3ef34e307946cba63b8612b9eee3d680d6	1	2	
0x32f077f71a995e6d254f49f57fba3fff997ff2b3	1	1	
0x8d8ee125e2efd909461de89b13fd673c5314b977	1	3	
0x334979c218b20c12c3ba05c2c659c87bcea989a8	1	11	
0x8de7dfe645e11b73a67952bb35b56e86da2513de	1	0.15	
0x3351babd10ca23aaa5ed55ffc2d6962ee0951a94	1	0.5	
0x8e633af84fa9686369859d9815354b5777283d68	1	30	
0x338c746f4e5b780e240e2d8c128506df0e65df29	1	28	
0x09503d665bdfa856651eb23a7fb8a91ea7e03be8	1	2	
0x339b48a764e04f1174990ecaeb0369daa1ed0ae3	1	50	
0x8f01520d6f719f5632bf698d8464d125405635bf	1	2	
0x00c087d9f4df4261dbab83af13f3e1ca23351199	1	2.5	
0x8f73d10a0f509ee179f33f1dc036721188307e9a	1	3	
0x00c378b82d5fc6916ea488e685fc7f93f8ee3ba2	1	10	
0x8fc2029410374b4a188de9aacbd4e27ea63ee7d8	1	1.5	
0x33f5a0b46244a01291233922aabbbee4c6f9206b	1	0.82303176	
0x8fefda871abcee467374f7a57ff5daaaf2a08b04	1	3	
0x00cb38aeb6dcc018e1ff51d2136f5f8468f6b661	1	0.9	
0x900c7602cdbfc7c0bdeeb2b5a9ea901833c9d1a3	1	6.358563851	
0x3427c6ca33ddb437c65ba8df9c5e80813d023084	1	2	
0x0970ea2f50a674eb9653b76fc40bf87198f49320	1	4	
0x000a720bece541f9e3fa621fa1a2874af9224a1f	1	1.5	
0x906692908239030f5f1d348c03b6fc6081843f47	1	2	
0x34ac34a71c8e148ab6544b429ae0c62977731feb	1	1	
0x90a94e5cdd44cc530d9cb3240f9fca348be0b1f6	1	1	
0x34dc648207416f427d200e70de81416bc9aa67f4	1	1	
0x90d523cfa1f6b5665d8b28bcde558ba4dccc93ed	1	6.6	
0x34e812f029c25c626e42253199bde36fbedd27e6	1	6	
0x9112531d44d53e87e40d7dc97a012805184e69c1	1	0.485	
0x34e8812c8f789cb9dbd6993cecb92155a6af62ab	1	1	
0x915999c5f8deb5902a6936cc4ebf0214e1971ac4	1	1.89	
0x3508c2dbd7685249287627164a2f8f39818208ce	1	0.173	
0x91cb962347171c4459a1d6a1e87074da9da417a4	1	0.9958	
0x3509f383d8fa3429e1d54abc5fcf916b4f0b06bf	1	0.3685364	
0x91ff492de5f6eff961b081dc45ac42accc66675a	1	13.5	
0x351dca0da8c6110533bec6af5cadac0741706d0f	1	2.3542998	
0x9242a787c648abb9fd3c37349eb044a9a191ed0a	1	2	
0x353c8c972b23c5d4b33d1f7db9ded856e07fbaf3	1	1	
0x92f647bb304cd0c718b62b90214c63884688fe08	1	1	
0x354077a04326183136018ace9f77113c950dbc49	1	1.25	
0x934176c1aca721cfa26521451279f5d5a44c7d96	1	8	
0x356033857f9f09e4669c801d8f59499a99b2e7c4	1	0.52	
0x93c0c02dfc83bbe3de7bf2d382b1b35157393a87	1	0.4	
0x00d33d233a91e1d7f4ad017f090742b379014ef0	1	0.15	
0x94474027b33b32401ca0fe823cc67606f2e4f25d	1	1.098274598	
0x35964fe871aa543eb2061ce67173ebe3d74068bf	1	2	
0x94fe724724b9bc2149a6fbba73307fcfe58aee1a	1	0.017	
0x35ae40d3cb3148c834ff1f28ba1bf85eec94f5d6	1	1.1660859	
0x953ad0a346fb890b1df69b0896f919dfaf988825	1	1	
0x000c8f1e48803d978639d039efce6acca81be8ee	1	50	
0x9695ca45cd33d4b0be869ac8d1a80cb93ba96c30	1	0.7	
0x3621174858406293903899b9becca7b542d39c78	1	3	
0x97708ab824fb954de5ca438703280c81ede51415	1	0.45	
0x362f0ae23668189aec635c5a7b0f69edb4ab6825	1	9.991795682	
0x97975f7751ed766832eb416df7fcd79fc840795d	1	4.8	
0x3654fa07012f15f4c35bc216d540ef282ebc7b13	1	5	
0x0a4e7d09ad97265417e5f7ec8c0517490a4d01d1	1	10	
0x368c5a00ce9cc40560b5c5315a52e7f4841a0ab0	1	1	
0x98641a1d8369779b83fa0de298d601dbbf6d6139	1	1.3	
0x36914e03001a9827e477ab87b89a0812199c9a9e	1	1	
0x98c82d4d1b296600c200407ef5ab86af1d201a36	1	0.3	
0x36ab843f2a9766f226d03057b51e8f64cfbcc2fe	1	0.33	
0x990f40c0ceef918ee7540dbc39f535e8629a33b6	1	2.998274598	
0x36c25a06dc47bfaa2304c999fee2f4d149b78e4f	1	1.058274598	
0x99a3d4175cd41a76b0fb52f59314c51344d0abe3	1	125	
0x36cadfcec2f67893835d0c94edb7df6fcf086b7f	1	7.9	
0x9a0bb7e8400533a3917623a2cfa38a3b9d2ec4bd	1	0.22	
0x36d2603daf3e3feedf94b2b0b2a999d63f4a30cb	1	0.231874598	
0x9a42227a9d20d5a17370126d4ec614742ad02607	1	0.1	
0x36eba6492de1fb5b27db1ea8d5d124bec37843da	1	10	
0x9ab11b0c7134f38e1ccf937c50369a5574729d55	1	230	
0x3745b2e15ded87cb355b9482f71700a3d67ad2ae	1	2.5	
0x9af4b4084e585d7c124ab2daddd34ec6340400d5	1	2	
0x374923719304aa24252962e3650a1e9bc7865b08	1	20.5	
0x9b3c5d05d3c52efd88c9acc1ac525baf45a24769	1	1	
0x001322b0c8c8d9bdb7b25ddf3ec11934e395e9dc	1	0.29786896	
0x9bd5546effa701a52787b9e7ea532792d2d8137a	1	8	
0x3753ab76624d6470ce49aeeba5cc0dd5edfc4c93	1	6	
0x9c12838a896b2f3894d8ecc000f5401efdef4e21	1	20	
0x37af08f587c3116f51c35c75a880a2c0c05b0486	1	4	
0x0b04d6f0b76c9b8aced7a74ee9c0b06965a5badb	1	0.5	
0x00e96c34d0d80fc23d730ac0702c86ac746f5534	1	2	
0x9c9f9cd248c10405f8c75babf7e767f67931be0a	1	8.5	
0x380043211f670ebf3b9c52b9fa50803a47b9da3f	1	20	
0x0b19f60811d32d6c05a2496d8834bc1e51a4af08	1	0.5	
0x381643cbc664399d027cf488818c511560df9394	1	0.33240386	
0x9dadd65ebcf2863e2fe9cc50ac75acc825072b1e	1	0.99	
0x381b4173acd27deb350e96ab6a9f940058a659c2	1	5	
0x9df2b15985ddaeaa30c32a8e836639e588e527ec	1	1	
0x3826bb3543b0c0f22df68e379b4a306e18bdf3b6	1	1	
0x9e64ca0a83fc1e105b4b5db8c4702cb160b407ee	1	0.1	
0x382a4cd70c3526258b4056ab78a16fd17238a895	1	6	
0x9e8c1f9e407f9d29ccfb9e07fa554a5e21f45d48	1	1.5	
0x382cf1f2b3841f9844afca7762a9984f585a22c0	1	0.27	
0x9ed80eda7f55054db9fb5282451688f26bb374c1	1	13	
0x38530f594c639046fad534eb591f672f7bdb0054	1	40	
0x9f322ea2f4dd8bbc1e02a7879e74fb01914192c6	1	0.2	
0x00e9b95ccbc711c90938f82349f57f461de1617b	1	1	
0x9f7ec8a1dbcc3f0be8376cdf4c0c768029f5c63e	1	0.1	
0x3874b5fff1c06ad5777e4fdde60e8ef0b19ca732	1	0.5	
0x0b7920d5c82c65ee2aeba20d7c1458b0dffe2c7f	1	2	
0x387f25cd9351bb308761c8f87c65dfe1d8b3bbb8	1	0.7	
0xa00945e22eaaa8086e27c6f8c6bd7d34cc28319e	1	4	
0x388a9cc40af35a1a81f26949651fd7a3037a66e8	1	2	
0xa02b99b4fc57ef013b2eba68d0395580d1e87af6	1	0.04	
0x38adc21ce906ecce399a4b7b7acf665cbeeee30a	1	2	
0xa07a2f0b3fc4e3e816188a07a750cc4ffb939e91	1	0.5	
0x00ebae0ba6192262d046c50e43a17ad28bce5de4	1	1	
0xa0ddcf3172219fbc4485012cfa73233a7bd2c200	1	29	
0x390c53c853e9052ca08aebccd9bf700b67b73bc1	1	2.994528	
0xa13a19540f13600aa62d17d418d92d8966172c6a	1	3	
0x391787d1db0c6544d38e19c4131be8e7d177b7c1	1	6.9958	
0xa182e30eeb28fdefda3d1eb3988a3191acde120c	1	0.2	
0x393c2f62c94140a5b800892227a09790a7635623	1	18	
0xa1f4f84ac131ca89ca1c8b84fe53abf84e27216b	1	0.2	
0x393d01142bd52105da0a9b1c0665d0733d536830	1	0.506862421	
0x0b92e0982661be12fec1ffdaef537f18c82d7c0f	1	1.5	
0x394465c9c30d0347f91b38a0911b00239aa7e764	1	1	
0xa2bb70b67a28296619b91eb9ca64d3548063e73f	1	3	
0x3953234873c80cde37d13adf7d29e1e817c050de	1	1	
0xa3030975b654926c9ff8c51212fcdc6aa142818e	1	23.99454	
0x39606e74585d8e5d278daefaf5ebf0af7831f2a6	1	2	
0xa32a987281dc9a5166b5f4c51fa1e96ca26aeee6	1	0.277145011	
0x396f5443a27863d7d15cfe8baa17f7530246ceda	1	4	
0x0c1aac3cafbbac93d894bea248c2de3cf9aab3b0	1	5.2	
0x39ad8aa474ac58bdffcfc986b2c97f3c0b54ab4f	1	0.3	
0xa3a579e179537c8a578315d60128fb224c2ac99e	1	2	
0x39b54baf4f48f8cdd48cc5195863538bcfa99f12	1	1	
0xa4113dfdf2fe06a8870cf068a1432b368d99e8c8	1	1	
0x3a293bed8818746230a8f50e5aa8bbda9c10b7cc	1	1	
0xa4ee072ef89eb35488949611e23ff2465051a31e	1	1	
0x3a295e8b2ffb2cbb85a12693eed66369c7d13f6b	1	2.974164014	
0xa53dacc155b1ec33b175f2030de8b6333bda5a29	1	0.2	
0x3a32ecf794c2172f47d0186baee4bfa74d2ebc9f	1	10	
0xa58b6a89af8cd879cb74364d80beae8eef54e1ae	1	10	
0x3a397feaff5279aa40d2e981904f701b0789ae0d	1	0.1	
0xa619487db1abc1fb741af21c4b0a7450a7ac18fe	1	3	
0x3a45ef1bca5268e229546c1395f80c868c140cf0	1	1	
0xa64cccd9cb3f96a961c7f85e3305b4c45f35df9a	1	0.1	
0x3a46809faa3989bac8f614656cedda6a961873ae	1	40	
0xa6affe72e14589e5ac8c0d588c99c3a714530171	1	2	
0x3a630ccd4985b13e5bf3a2cbae96b60f1559de3e	1	0.5	
0xa71b63de6feb5f335c7748ab4811077cd13d8ce3	1	0.5	
0x3a67f27449b245c31b66d1907ba5660a6fb27bb6	1	1	
0xa764f7e361cf7e2e78becca2efcd6eb64a774741	1	3	
0x3acc37c4eaf6dae8ab0a337d0f092bd3831b3bb7	1	10	
0xa7a99bd00894cd99ccb9c281df22b93fd40f8770	1	7.45	
0x3aff675b2d9b90a5b5c3b7c56d99ed56631fdccf	1	1.04	
0xa82278da4f4856e5661dca8be2415e456021596d	1	5	
0x3b10e296d828a7a181cfe5d45ad107745f09d3c6	1	1.880059	
0xa86d9d90963728a79b5dbc0b344fe6eac64f6d60	1	5	
0x3b22dfd362dfbe26589766da2bd9696da8ffd8b9	1	2	
0x0c836caf737b3c80a7a36284ae1c3a37702c09f9	1	0.1	
0x3b325c8570952e780c54c1ac69596d26714e7fb5	1	2.5	
0xa9b5d50da09d57e940215c15f075139f7788cd38	1	1	
0x00f26ece6c8716bdded31924b446c92ff388aee2	1	8	
0xaa7f0c57b28b5df5ed44a3f1ec887622ef7ae6f4	1	11	
0x3b42a48e62665f36b962aa6f68e7adaeab646c83	1	1	
0xaabbe162baeca98ad3533f3dbd8c6dc464db57cb	1	2.6	
0x3b5718efb7ff9b0f8048587616d9c759680c7df4	1	200	
0xab0f73454d91be6d2a9fd8a1e019279e8eaec816	1	1.1	
0x3b6d4ac4b329c78115c9ece37a535bd1d1f293e7	1	5	
0xab4af1421f316fcc927a48fbd09a07c0a2c5ed62	1	1	
0x3b778b29a946beb74d20540dd978ec79b4dac3d0	1	1.1	
0xab93882ff41ae6e5f06851a23f00f6ad75ae3cd0	1	1.1	
0x3b860b834582e49e84e7d40da253b865294d8400	1	2	
0xac01965552b39d116b152e3b0c035ec3126be5ac	1	3.30743349	
0x3b98319e2e520e648f3ebb512db2424485d2641e	1	1	
0xac3b69a828baa2d31630b8a2e3cbd015f835f064	1	19.7360401	
0x3baaa2cf6ade22acf2a487b37b86b3a50593f4f3	1	2.5	
0xac7ac2fa80774c164852348e85fc49918396d3cf	1	0.998274598	
0x3bb22f3c50afdbfdc82d411776661c7a66fdc3a3	1	9.8	
0xacb2e0e4fda5d9e157ccd48ec0b73c2e6cc292ec	1	0.998274598	
0x3bc9b2d6a5ff6696392d5914818e3bb07811d0f8	1	1	
0xad18f241c43d51d79e63f08837a54955d4b6e87f	1	1.8	
0x3be58c29b09669c1b1edd3153b0872e3cbcd8492	1	1.1	
0xad971fa228ae9980fdb9f03786e4085f029520f5	1	0.1	
0x3bf7db2e6c3bb4a35bfe188249c53a61a3b524bd	1	0.20077899	
0xae033b55801e68428f13e2b07ee90e3db01a14ce	1	0.5035	
0x3c05c8c71fc3bd1e095a71f1ab58a9142b41e8ad	1	50	
0x003291396487ec48dce12c3bde25574e39da41ae	1	440.9	
0x3c38a4425df7d17861bd999d7a54b0e772baedad	1	77	
0xaeb916ebf49d0f86c13f7331cef19e129937512d	1	2	
0x3c6d2adf267b411f20c112bafa1b4f6ff8c04a3c	1	1.5	
0xaee99101991ab7bd3d84f4a371ccf1ef71dd1027	1	1.9	
0x3c89c68847e2eee27a125e17bc6a5e2732d8a25b	1	5.1	
0xaf5bdf230eb65f82d1f4a699abe632d54c86ce11	1	10	
0x3c902500dfce309d5b2d67184087e52926b55143	1	2	
0x0d5648706ed6bb95f9d46c84530fc1c1be6d4945	1	1	
0x3c92866c0c54a6dc81b194ce49f2ab72e8c12dc1	1	2.5	
0xb06527f9635549b828856f68686ce4a3face4c81	1	4	
0x3cad4b24c2c2c702262155ba2fa3137d370c8a85	1	1.85	
0xb0c4c6e4de8b27ccfc545083cf1bdd141e077174	1	2	
0x3cb3aec9bc778e8f66aace3cd1a165ce710c9a4a	1	2	
0xb190a7f8a3e5dd3be0e45d7d85915aac0a01b8e0	1	1.4	
0x3cc9fc3ef30cc7102a6b00a9085cd13dd238ae4e	1	1.3	
0xb21166709be25ba08cd0cdfa3199d0f429fc236f	1	0.5	
0x3cf1c2a2354f4e6502ddf06735752721ada7909a	1	0.979022897	
0xb2684e4030f6bd90fe26a5eda88b40e8fd6b27b6	1	5	
0x3cfbeb5f7f03b8f0a818d7178943141604feb70f	1	0.1	
0xb2ede914de071473a52824a70c51a0010af7532f	1	30	
0x3d1c53f967467ca75c5ce545e1967dd2fafd516f	1	2.29	
0x0d5aef79b9ebed7614585d9ef564ee7184ae4271	1	1	
0x3d1f1bf879114b326af237243db9d0feb0ff6936	1	0.1	
0xb408cc992d0572652638f0677aac1fc35cf03070	1	0.3	
0x3d2cb0e757f432485ca30a1ae56da52479991d86	1	0.11	
0xb48285ccea03085477312f2e4871e92948a15ee5	1	1	
0x0013c9e646518e923fb18ef956aaca99b55bf4de	1	10	
0xb4f7045f8e1a44854addf675bbcf34a3e9316c0d	1	4	
0x3d47a618b4a8df82929c2971c1873bb6568a2074	1	2.930899888	
0x0d6278d2be5f4de3e6177b405d4e8e292e6f83c3	1	0.986996	
0x3d5e249687791c1c3c8377a99d5cbdfbdc62516f	1	5	
0xb5bb2f301b0175202595b87d1c9700f2e24684a6	1	5	
0x3d6a3b5feb047faa3efbf60927e94ecf3651ff8c	1	1	
0xb5f0a34afddd57c8cb67848f91009da511d0d36b	1	1	
0x3d88ee62d2e39349d9e14af7fb4d39c0d43328b3	1	2	
0xb62103d6f1fb0f3ec1189ee7f1fab26570beff33	1	0.99	
0x3d8e1798d0900a12cd809a86e512726953c35a8d	1	7	
0x0db0e58380d64a867c65cda69ead88f332d70f5f	1	3	
0x3d9263b08808cf8d6d5a0538fea4949ae9b3060f	1	1.5	
0xb6fa2b4f19f3fef0c1f7a842449a3fe5aee7c87f	1	10	
0x3dc9574c2e1be41452dcce1c1acd7fb791637f22	1	0.5	
0xb71d05cf5cdf7a9b15b20b9aab5e91332c271c96	1	2	
0x00f8e008fde4cf3510742f39650ef834fe12744c	1	7	
0xb75a0745cac48b48adb548e31a91064e0e6f5349	1	4.2	
0x010502cda61ed2ab7fd31d123800cb5833568c8c	1	6	
0xb7f2051c2ba78b1b0962462dd597fe790e3ec11b	1	1.223843944	
0x014ea864400c65af9a7bf31c6cb136ce474f01ab	1	3	
0xb83fcbf2f69c1c1590cd6ac22ff69ae0844874f9	1	1.08	
0x3e4bb302ec730dfbb9d0db6088b0792c7880160e	1	2	
0xb8c5bb7d01294f5148488786ac9578e97ffb95fd	1	1	
0x01602ff2f360741de1fc82cb05f4d01006f38247	1	0.14837706	
0xb92fe767cca7e07f75163b0064c448f707759c3a	1	1	
0x3e59f8b5f9af68b3f88a6b368ab6b75f3cf59cae	1	0.3	
0xb9af9e3af2347b952e5c12950c2eeda719c4db34	1	0.5	
0x3e5a0bf62df00ca2f3e113557c79532a974de504	1	0.045099308	
0xb9f9d6b531546e4c80058bee5749d72ffc76b54f	1	1	
0x3e5de342efa9cf3bf3a57f701a56311e22551b6e	1	2.985	
0xba2aca5dfc3a5ab193836dab46572738541bbb6c	1	1	
